47,35,35,6,33,41,17,50,32,42,31,16,47,33,40,28,28,50,25,48,15,49,19,20,37,23,13,45,47,11,15,47,25,18,39,12,14,32,26,29,23,44,26,19,27,27,5,44,50,33,39,37,14,42,11,41,49,40,39,25,9,29,10,48,33,25,45,17,43,34,35,7,6,36,41,19,9,13,14,39,26,25,32,8,37,19,22,21,8,39,15,18,21,32,38,32,31,16,15,49,7,9,6,34,37,31,8,12,41,36,21,28,28,24,47,8,40,43,22,14,17,5,50,36,34,38,24,38,50,7,38,21,33,49,24,23,27,28,45,29,5,5,11,46,37,13,6,48,25,41,
46,46,6,10,24,41,33,40,45,43,15,15,48,7,17,26,9,22,43,39,19,20,12,34,12,11,24,33,48,20,24,10,36,33,5,16,45,23,8,19,34,45,8,9,44,24,13,37,8,22,13,7,19,47,35,32,44,36,28,27,34,20,14,18,35,22,24,21,28,7,6,22,26,23,46,46,48,22,31,33,33,33,20,50,31,49,49,26,44,8,22,23,42,16,36,37,21,40,17,43,33,44,50,38,20,6,25,30,36,33,49,41,8,14,50,17,16,32,42,28,45,13,16,12,14,30,9,37,34,23,40,28,10,42,8,31,9,12,50,11,13,43,30,9,29,6,49,12,30,31,
11,47,23,42,9,14,10,21,14,35,21,20,16,9,6,45,29,50,17,24,18,42,23,44,17,33,26,24,6,6,7,15,25,49,23,21,29,47,25,49,34,42,39,6,33,6,11,45,34,50,37,14,9,21,5,15,23,25,5,50,32,37,5,25,7,34,36,11,40,10,45,40,45,25,46,35,34,36,31,36,6,41,30,9,39,30,7,30,44,31,46,50,50,20,41,38,24,30,38,7,17,37,17,49,5,32,29,11,27,30,14,48,40,47,46,45,50,33,47,45,47,21,27,16,16,29,17,5,16,42,45,37,26,19,31,20,30,12,39,20,33,48,16,26,29,43,8,21,12,23,
16,7,32,42,6,21,13,27,5,48,46,45,17,20,41,11,26,22,20,42,42,6,46,47,15,5,13,39,10,38,21,18,15,6,23,35,36,16,33,44,10,6,38,36,6,11,25,13,39,9,6,33,14,42,24,46,11,18,26,7,40,39,33,34,48,41,9,48,13,5,8,27,41,26,28,36,24,8,34,8,49,50,34,22,24,32,35,21,22,33,10,6,37,49,8,25,33,19,24,27,49,9,33,29,32,34,30,21,40,5,49,25,50,44,7,18,42,33,35,47,25,48,26,43,21,41,26,24,14,44,22,27,43,40,37,18,41,11,27,49,28,6,9,20,23,43,16,40,47,45,
37,47,26,38,47,49,35,44,38,49,29,35,39,46,20,39,22,5,10,21,26,32,6,33,30,50,14,23,25,9,6,13,27,7,22,12,9,22,21,31,34,40,8,43,36,25,25,40,30,6,22,30,33,37,17,26,6,32,41,40,40,44,36,14,42,29,10,13,29,37,12,43,34,42,37,36,47,32,21,26,38,8,27,19,48,31,49,20,20,16,42,41,37,12,45,36,20,37,10,40,28,34,11,26,32,7,49,32,15,43,32,12,38,23,30,41,49,24,9,26,28,46,17,21,40,40,35,43,40,5,24,39,21,36,15,10,42,13,33,13,27,6,49,33,18,43,34,47,31,24,
28,33,6,40,48,19,29,21,38,32,37,14,39,41,36,49,11,42,6,37,47,45,12,26,23,42,24,6,38,28,7,14,26,15,24,44,11,30,10,8,32,45,50,40,8,33,30,23,41,18,5,20,6,37,50,12,45,46,35,21,18,28,19,41,45,6,30,16,27,38,13,41,11,27,30,12,44,31,43,27,10,44,12,36,35,28,29,28,50,44,15,23,48,48,36,22,38,36,43,8,46,32,28,24,45,41,28,21,21,40,31,23,25,42,37,35,12,37,36,36,20,33,22,16,14,24,13,13,45,16,25,50,44,42,42,24,46,31,5,29,30,31,35,15,44,44,45,6,18,21,
35,6,20,49,17,26,27,45,22,24,48,46,10,20,30,19,28,26,34,35,45,14,50,27,40,32,29,48,32,42,24,44,26,19,29,18,42,11,13,50,12,46,50,46,21,20,26,22,45,13,25,38,24,41,36,13,22,20,14,9,9,34,50,31,17,9,27,25,34,46,30,20,19,10,46,29,19,24,15,23,43,23,34,28,45,10,6,27,41,34,32,5,38,27,25,32,20,16,47,50,36,33,35,15,45,17,29,45,17,24,17,17,48,45,27,33,47,40,8,41,30,35,26,44,24,10,17,19,31,9,10,19,15,32,22,34,34,40,25,17,16,22,49,43,20,45,33,38,49,6,
17,25,19,12,48,42,29,20,6,22,28,10,5,20,49,21,7,23,40,9,15,49,22,32,49,41,21,36,43,13,38,26,6,29,8,48,13,34,31,31,18,11,46,7,26,16,38,48,10,42,32,42,43,18,50,46,39,16,30,50,17,45,34,40,18,7,39,9,40,16,25,17,25,38,30,27,50,11,23,31,15,40,31,37,14,17,28,46,49,5,22,14,38,50,29,50,48,10,25,7,6,32,24,45,34,32,7,39,34,41,34,10,16,24,41,39,43,42,8,33,19,44,19,29,30,10,32,23,30,45,14,41,47,31,37,46,26,5,8,30,20,32,40,38,36,42,26,41,31,37,
41,9,8,36,45,34,25,7,31,27,11,31,27,19,9,12,31,43,34,39,46,30,17,44,13,21,42,22,25,50,44,48,13,22,42,44,28,22,17,34,25,12,34,42,17,49,33,27,42,7,6,13,47,39,49,28,47,36,40,21,9,16,35,44,35,12,47,16,15,45,45,38,6,20,18,17,21,17,49,22,45,49,21,36,46,43,28,42,24,39,5,23,40,9,46,40,36,43,24,34,5,16,10,34,11,40,42,44,33,39,11,23,48,17,6,14,50,44,23,49,34,17,11,13,22,11,22,26,36,49,27,24,42,45,35,34,7,6,12,20,24,32,14,13,47,29,37,10,11,13,
22,21,30,24,40,11,9,49,24,49,36,22,48,35,34,6,10,8,15,30,19,44,49,27,42,43,32,7,25,43,14,10,30,19,20,40,40,36,28,45,43,16,32,28,11,12,13,33,10,14,31,36,21,43,8,17,33,42,49,34,8,19,15,48,44,47,39,34,13,23,16,39,50,6,38,22,43,19,10,37,30,16,30,18,11,21,42,24,20,9,47,49,28,36,42,12,45,15,37,47,16,6,8,6,47,15,14,31,46,40,14,25,10,21,36,14,10,24,7,19,24,15,41,19,14,28,23,28,47,34,41,50,43,7,8,32,9,45,9,48,31,40,44,11,45,17,21,41,9,18,
23,15,20,41,42,47,25,7,5,8,32,23,36,22,16,37,9,26,37,11,39,22,40,41,23,30,45,36,34,9,16,12,29,34,49,32,30,37,41,14,27,41,44,46,41,28,8,46,10,24,48,35,28,10,40,20,20,39,26,42,42,34,30,5,15,23,46,35,35,43,35,40,41,19,30,44,5,8,15,18,18,20,36,8,27,8,32,30,34,34,45,23,27,9,5,16,29,9,49,17,31,19,9,38,49,10,26,44,14,42,20,25,48,33,20,47,9,40,42,35,27,42,48,31,49,24,5,7,39,49,44,49,8,15,24,44,48,31,5,32,25,30,8,8,30,34,9,37,22,36,
37,15,20,15,32,9,28,31,33,7,35,31,22,11,27,38,42,28,29,14,33,34,46,33,40,41,35,39,47,30,28,5,13,49,46,49,33,29,14,37,12,18,38,38,30,37,39,11,31,25,23,32,17,39,45,29,11,47,30,38,46,44,31,38,26,26,37,14,14,45,24,18,13,35,48,18,9,10,6,38,46,7,9,15,25,44,33,38,41,13,49,39,37,21,47,20,16,45,39,23,48,39,25,42,40,18,46,15,37,26,11,14,25,39,41,49,50,30,23,8,49,42,16,10,23,22,5,14,48,28,12,6,23,34,22,31,14,21,40,31,37,35,5,26,15,39,50,41,9,47,
9,14,12,26,45,16,29,45,11,32,17,38,35,27,16,16,34,17,22,42,35,27,45,32,27,26,33,41,7,37,32,30,20,29,24,42,16,26,24,7,34,42,22,32,44,50,25,8,42,36,38,18,50,38,50,22,5,42,5,47,6,45,15,22,20,38,20,44,7,28,14,15,15,50,49,42,35,14,50,39,13,42,8,23,10,50,24,20,29,41,24,46,26,42,35,19,43,46,7,47,44,41,47,28,48,46,7,34,33,14,28,34,10,31,29,25,19,8,16,39,49,26,6,29,30,39,21,27,29,11,44,23,23,18,17,40,48,7,38,9,34,32,33,45,16,19,25,16,36,18,
35,45,23,44,16,21,42,28,25,32,42,48,42,49,20,22,41,38,16,50,47,34,12,21,44,22,28,16,48,5,29,25,32,36,15,26,12,6,50,26,20,22,5,33,23,16,32,43,26,9,12,11,21,44,49,42,6,7,37,46,5,14,15,37,22,16,30,12,6,44,20,12,23,32,38,49,23,10,47,50,32,23,29,47,6,31,18,13,25,36,49,49,49,24,20,16,13,29,26,40,8,33,46,40,35,38,18,40,44,24,35,10,25,10,10,20,29,14,31,29,19,11,9,10,8,47,50,41,46,19,30,22,34,9,17,9,16,45,37,23,7,5,44,9,11,50,49,6,22,49,
14,35,48,13,23,5,47,22,33,22,10,21,11,29,49,39,22,33,34,44,7,50,50,17,24,18,18,23,31,48,31,22,6,19,39,37,29,42,36,22,30,12,28,37,17,15,14,48,44,13,41,6,17,11,33,10,21,29,24,10,30,18,48,50,7,17,5,47,8,20,11,27,26,46,25,26,29,44,7,38,36,27,12,42,36,35,18,17,49,44,46,50,20,20,8,15,48,14,15,35,38,13,8,15,16,32,30,22,46,41,32,41,28,19,7,46,43,19,10,6,15,41,46,34,44,19,25,42,12,27,19,35,30,41,46,14,49,21,42,36,10,38,6,33,30,42,24,23,13,48,
42,21,44,21,46,18,19,14,23,8,43,23,37,13,29,5,23,18,44,49,33,11,38,27,47,29,5,8,36,30,8,38,42,14,40,33,29,42,45,18,17,29,24,32,12,47,36,24,39,42,29,22,5,5,21,13,14,20,38,7,23,8,18,10,40,24,36,39,21,12,42,10,7,47,20,12,37,30,12,15,10,6,36,23,5,46,44,50,36,10,35,45,15,21,35,19,42,46,24,30,35,11,30,34,26,14,36,28,45,20,33,14,47,17,31,48,47,11,34,38,9,21,16,39,23,9,10,33,50,26,11,28,5,39,43,29,47,23,19,43,25,30,25,18,48,20,21,29,5,23,
17,24,35,24,35,44,37,16,34,35,35,49,38,37,24,10,47,16,44,42,13,25,47,19,24,23,10,20,44,9,13,37,42,50,10,16,15,35,26,23,13,37,6,17,50,49,42,12,8,47,24,41,26,30,13,29,45,31,36,16,5,43,46,16,25,43,21,19,23,7,9,22,14,50,16,5,27,15,40,34,17,48,40,38,39,9,16,36,6,47,7,31,50,5,45,49,13,48,31,34,14,36,25,13,30,26,45,39,12,21,15,26,19,9,15,39,44,23,26,5,40,40,12,45,24,33,37,13,7,20,27,48,6,22,46,20,43,20,37,8,30,16,48,19,41,14,8,30,25,25,
30,47,41,9,5,34,10,16,12,35,18,23,11,48,43,44,33,23,21,8,49,17,23,50,25,36,31,15,29,25,25,41,16,41,20,28,12,36,25,31,14,19,9,44,36,9,28,38,50,24,38,25,26,47,49,14,27,46,31,28,31,33,49,7,34,9,5,40,31,30,27,48,13,11,11,17,43,45,31,41,29,8,14,22,39,45,20,44,48,46,18,37,50,34,32,35,22,47,5,17,21,15,19,30,20,13,6,8,39,18,6,38,32,18,47,30,41,50,37,43,34,37,45,27,29,49,23,11,11,44,48,45,32,13,32,22,28,7,26,49,10,30,40,48,37,17,44,47,44,33,
7,32,40,20,12,7,21,18,18,19,49,22,30,34,25,9,11,49,37,27,15,12,40,21,5,43,43,21,38,33,10,11,10,26,35,6,24,46,41,11,18,15,47,33,25,23,25,31,33,27,49,16,32,21,28,14,23,48,27,44,30,32,31,21,10,45,45,12,24,39,23,37,42,40,24,38,19,18,44,12,41,15,9,14,32,45,42,37,26,44,36,44,5,9,7,6,6,18,49,16,30,14,14,38,44,24,25,50,22,50,40,8,22,41,34,34,44,13,25,38,29,37,38,13,19,26,42,42,13,20,32,37,49,5,41,33,44,33,8,39,15,32,6,20,37,40,15,28,35,48,
37,12,18,46,17,5,28,15,40,18,7,46,33,43,22,12,47,22,33,11,30,48,6,30,45,7,29,15,23,47,7,23,32,13,43,44,7,29,41,48,47,19,31,24,27,40,8,15,32,26,22,10,30,45,8,6,46,46,30,8,50,44,12,20,9,31,18,17,21,49,44,22,44,34,36,24,28,49,26,32,46,15,14,25,43,43,46,48,50,31,45,39,50,15,50,48,27,41,34,47,15,48,23,40,17,39,30,16,15,45,22,34,12,45,36,13,18,25,46,11,29,15,34,29,8,17,30,45,44,5,40,49,32,7,19,7,36,5,6,44,24,19,40,48,44,22,34,47,38,9,
18,49,32,36,35,24,16,33,7,15,48,26,7,30,37,15,43,35,12,47,16,25,37,29,7,23,22,26,27,29,35,21,7,34,7,38,8,39,42,20,28,19,39,22,14,12,11,9,24,26,13,47,40,13,20,19,29,35,39,14,18,40,12,33,25,22,26,13,45,8,11,41,8,10,47,16,36,14,13,14,21,10,42,16,48,50,19,12,11,8,45,17,19,18,19,6,22,24,15,18,31,27,29,48,50,8,38,13,34,32,34,7,29,13,13,14,14,23,47,43,35,25,30,28,18,15,42,50,47,48,19,9,38,35,48,20,18,5,44,27,47,46,37,45,18,10,22,41,42,12,
40,24,9,41,23,26,39,5,9,42,11,12,43,20,47,45,42,18,14,16,11,12,15,47,15,31,30,15,19,39,49,48,48,50,6,40,11,22,32,26,29,13,47,36,5,24,28,37,33,31,17,27,15,50,11,16,14,45,36,9,21,6,44,22,32,23,39,5,44,11,32,44,9,47,14,20,45,15,23,23,5,26,27,41,32,16,30,20,50,16,14,11,6,22,24,46,21,22,21,10,15,19,44,50,36,33,23,12,34,7,44,23,32,36,6,24,43,8,19,19,12,31,12,29,16,31,37,43,42,36,27,38,26,46,5,34,6,48,50,43,27,23,33,36,10,45,45,7,5,23,
49,9,46,33,16,29,47,20,40,7,12,22,32,37,49,19,36,35,46,43,10,25,34,32,15,12,26,32,38,40,13,33,24,26,35,41,21,30,15,19,16,8,18,20,29,36,14,31,29,5,48,25,48,18,7,43,24,18,24,47,30,33,31,42,13,31,22,12,39,44,41,21,47,34,17,8,24,47,35,49,45,8,34,38,6,16,20,30,44,41,11,38,17,24,47,44,46,31,13,11,22,46,18,42,31,25,7,16,10,22,36,9,50,39,42,46,35,30,11,31,7,17,39,27,50,10,48,48,15,21,41,35,41,43,20,29,37,40,6,21,22,35,13,10,6,16,39,48,7,45,
25,49,47,20,43,48,28,37,9,28,49,39,13,29,16,12,24,38,45,21,39,14,13,47,26,8,25,38,6,5,46,28,25,44,7,28,31,34,39,10,20,7,30,38,17,20,24,41,38,35,23,38,25,50,21,43,14,30,14,25,20,20,22,50,26,16,5,43,5,48,27,33,28,30,9,36,21,44,40,33,49,29,21,39,10,42,18,49,47,19,16,29,7,46,39,25,14,36,42,7,45,25,39,43,9,16,32,10,23,35,37,15,35,11,44,16,17,26,44,48,35,46,19,40,5,10,39,48,24,14,23,19,49,48,31,6,25,43,50,40,41,47,18,43,11,5,7,40,49,8,
5,27,24,25,31,45,23,26,29,28,45,31,12,13,29,36,6,13,40,32,34,33,41,38,20,41,49,42,47,33,31,34,13,17,15,31,30,44,38,50,19,11,42,30,27,47,11,11,40,30,32,48,27,7,29,18,21,16,11,13,14,16,30,29,19,7,18,42,16,35,18,34,17,8,6,5,20,37,8,34,33,18,23,16,43,36,25,9,16,45,5,50,37,15,39,30,18,19,38,21,20,25,48,24,6,25,33,30,11,50,25,11,37,48,23,24,21,15,17,18,37,46,27,33,13,32,48,12,19,19,23,45,23,37,14,35,36,11,12,46,22,32,16,27,44,47,25,32,16,47,
50,19,50,19,23,26,49,39,42,30,44,33,14,31,37,43,48,18,27,15,17,48,5,33,47,9,32,24,24,13,8,18,13,49,35,20,14,26,11,49,5,5,26,19,10,47,23,32,26,30,43,32,8,48,46,43,38,33,47,8,8,50,6,20,10,25,6,21,34,38,18,19,28,24,6,25,15,33,43,8,18,37,34,16,16,35,41,12,31,49,6,9,44,16,10,45,48,43,19,42,22,6,8,26,37,33,37,45,41,5,46,27,17,14,14,50,12,25,14,49,48,29,14,33,15,44,32,18,39,46,38,7,46,36,14,7,6,29,25,26,33,37,43,32,7,42,40,12,35,49,
15,39,8,26,43,29,22,41,19,7,15,22,28,18,22,39,5,17,34,37,22,8,19,36,18,32,32,5,33,24,19,48,19,46,29,24,12,41,46,24,8,22,22,35,11,25,48,12,43,50,5,22,15,42,21,41,39,46,37,17,10,44,14,13,42,11,45,46,37,44,5,39,34,27,33,39,11,22,16,20,20,44,9,5,6,50,36,41,6,47,20,14,17,33,31,32,22,28,26,30,9,44,17,9,33,23,17,37,24,17,14,17,28,15,35,28,14,14,45,8,32,13,46,50,14,5,26,31,27,19,18,18,41,31,38,46,9,25,40,5,39,14,18,19,50,7,45,36,11,48,
18,49,5,30,40,19,30,17,32,16,23,29,32,17,5,29,43,21,21,46,7,13,29,47,47,24,18,34,24,49,6,24,8,46,39,33,47,8,40,24,31,46,19,17,45,46,44,6,10,44,44,35,8,6,20,34,45,24,7,25,38,41,33,45,12,5,11,18,5,39,36,14,7,42,30,35,7,31,8,35,8,6,44,24,28,23,13,42,11,41,5,35,44,7,14,22,5,5,48,7,22,46,22,48,19,28,26,35,36,38,43,22,27,14,26,27,19,23,21,40,32,42,10,31,5,17,40,13,8,24,10,23,41,26,12,10,13,45,19,18,49,50,48,48,17,17,32,16,6,9,
9,24,40,16,42,48,24,36,22,42,17,30,30,45,15,27,24,42,42,45,40,24,36,7,9,46,33,23,29,46,27,49,35,13,11,33,26,31,30,18,43,29,12,24,47,50,46,13,43,8,35,15,41,48,29,42,29,13,36,20,24,31,32,37,36,35,12,13,37,50,49,23,5,27,42,7,36,27,24,8,43,5,35,5,7,24,5,6,14,20,35,48,43,34,20,19,42,37,7,35,10,44,23,23,46,38,33,34,12,45,38,31,46,28,12,23,47,17,10,32,37,16,11,36,22,30,25,34,7,47,50,28,42,5,48,36,5,44,24,26,32,21,6,12,18,45,8,5,10,13,
7,32,39,25,38,36,34,21,23,38,8,9,9,46,12,40,46,27,49,43,36,18,20,14,32,27,25,39,31,5,33,13,42,24,48,46,21,20,15,39,38,6,29,42,20,17,22,18,46,23,42,15,27,35,5,38,35,47,42,40,21,15,33,50,22,9,48,35,35,48,49,34,22,16,33,33,13,47,29,26,25,15,29,18,23,37,7,42,37,21,47,19,18,15,47,8,17,45,8,31,39,43,31,7,28,8,32,25,24,43,50,8,36,7,17,30,7,25,15,6,26,32,39,11,17,7,39,37,12,9,14,6,8,6,14,12,28,8,22,35,50,22,20,42,13,26,8,46,18,20,
16,40,43,33,41,31,32,32,9,44,37,12,42,24,39,10,7,17,27,38,43,15,7,21,41,33,43,39,5,28,22,41,25,28,50,34,41,17,50,13,31,9,15,29,27,29,36,12,30,34,31,9,9,7,30,25,29,44,9,45,49,40,23,16,25,25,38,14,18,33,48,44,15,10,27,32,19,12,37,45,40,46,43,22,38,41,48,20,34,31,20,5,6,31,7,21,12,20,13,29,47,32,35,19,19,32,5,6,12,10,50,12,45,28,37,48,19,35,36,38,28,32,47,7,12,50,19,5,6,24,18,46,39,6,32,38,47,40,45,50,43,17,19,44,42,48,16,26,14,44,
6,8,48,5,20,38,39,12,25,8,29,18,44,47,12,18,24,44,25,36,12,19,46,30,50,7,12,14,38,22,33,35,42,43,13,27,43,9,13,13,15,20,49,39,8,47,28,35,19,32,42,38,17,49,29,28,11,18,17,22,27,22,30,47,18,35,43,50,42,44,46,27,49,48,28,43,11,35,5,20,18,8,44,25,11,45,13,5,18,5,20,18,27,39,42,30,43,11,11,43,8,38,10,46,25,12,16,25,41,36,28,37,10,39,50,18,8,9,18,6,38,26,8,31,9,28,36,29,22,30,29,41,14,16,5,27,13,7,43,8,9,30,42,26,46,39,10,43,5,28,
25,13,23,18,42,15,25,23,27,6,26,11,34,39,28,24,33,30,44,35,30,15,32,12,12,23,14,47,17,45,29,35,18,16,36,13,49,18,18,23,19,10,16,36,7,11,29,29,6,39,15,34,38,19,43,6,20,40,35,17,44,14,14,16,22,6,41,43,42,37,38,44,23,35,50,26,17,12,50,6,17,11,46,40,30,6,31,49,32,13,36,30,38,17,18,5,25,10,35,38,42,15,29,14,32,12,49,28,31,46,43,9,31,26,31,30,41,39,27,49,44,29,11,13,31,25,13,39,25,30,50,17,48,5,8,19,30,5,31,19,22,21,11,13,11,10,15,48,41,6,
9,35,29,50,25,6,46,37,40,11,24,36,47,19,41,40,10,34,6,6,42,39,14,21,18,22,8,6,18,5,50,13,19,22,5,13,27,39,38,44,36,47,12,24,50,11,18,33,9,24,18,8,43,9,36,35,46,29,10,35,30,29,42,41,47,16,10,20,37,26,12,20,44,50,5,48,11,41,7,44,38,15,47,37,30,15,30,35,44,16,34,11,46,8,36,32,33,7,35,15,30,26,47,8,10,7,19,44,29,50,7,49,29,18,9,20,17,36,20,16,29,34,19,37,49,35,32,12,28,20,8,17,42,42,46,33,32,30,33,5,41,48,26,50,22,37,28,43,31,18,
30,37,8,39,13,43,11,17,6,48,11,28,28,16,38,11,39,25,12,10,25,22,39,46,21,45,25,38,8,39,39,8,35,38,41,13,42,43,28,17,21,14,21,26,29,13,33,11,14,44,27,19,39,33,35,5,23,20,30,45,26,18,20,27,21,14,50,19,17,22,41,11,21,5,39,19,21,47,28,17,18,18,14,35,25,20,46,48,30,18,21,49,40,25,36,23,48,10,34,10,16,30,39,5,35,50,11,49,33,46,28,49,47,33,33,13,25,5,45,49,38,23,27,7,13,7,5,35,22,9,9,22,38,40,14,43,26,35,33,32,34,41,10,34,12,43,45,37,47,44,
5,45,41,23,22,24,26,23,43,17,32,42,7,14,25,17,37,44,32,33,13,18,30,29,32,47,46,20,13,22,44,31,39,11,45,12,17,31,40,30,22,41,31,30,45,7,26,47,47,35,7,41,27,8,37,18,29,13,46,35,20,8,33,26,25,24,35,20,23,32,14,50,47,27,41,6,33,45,35,46,34,11,6,15,10,42,11,5,15,13,46,28,37,47,35,15,42,8,39,35,15,13,31,46,8,27,6,50,24,40,30,45,29,46,43,7,23,31,17,27,33,6,17,5,10,9,32,23,48,32,43,5,36,32,24,46,17,49,47,40,16,10,38,6,44,43,12,37,35,24,
